"nome_projeto";"cliente";"esfera_cliente";"numero_srm";"numero_ocs";"data_de_assinatura";"compartilhado";"link_projeto";"servico_contratado";"objeto";"valor_global_contrato_reais";"fim_vigencia";"consorcio";"cnpj_consorcio";"empresa";"cnpj_empresa";"lider_consorcio";"pp_consorcio"
"CARUARU IP";"MUNICIPIO DE CARUARU";"Municipal";"4400003491,0";"0420/2018";"2018-11-05";"Sim";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400003491.zip";"Serviço A";"Contratação de serviços técnicos necessários para a estruturação de projeto(s) de Parceria Público-Privada (PPP) relativo(s) à modernização, eficientização, expansão, operação e manutenção da infraestrutura de rede(s) municipal(is) de ILUMINAÇÃO PÚBLICA que tenha(m) até 200.000 (duzentos mil) pontos de luz.";"3552283,59";"2023-01-04";"CONSORCIO LUZ BRASIL";"31.749.772/0001-54";"TAUIL E CHEQUER ADVOGADOS";"68.809.318/0001-51";"Sim";"0,2"
"CASA DA MOEDA";"MINISTERIO DA FAZENDA";"Federal";"4400004144,0";"0029/2020";"2020-01-24";"Não";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004144.zip";"Serviço A";"Contratação de serviços relativos à estruturação e implementação da desestatização da CASA DA MOEDA DO BRASIL (CMB), denominado SERVIÇO A, conforme especificações constantes do Termo de Referência e da proposta apresentada pelo CONTRATADO.";"68240,0";"2023-01-21";"INVESTOR CONSULTING PARTNERS CONSULTORIA LTDA.";"13.711.795/0001-98";"INVESTOR CONSULTING PARTNERS CONSULTORIA LTDA.";"13.711.795/0001-98";"Não";"1,0"
"CASA DA MOEDA";"MINISTERIO DA FAZENDA";"Federal";"4400004395,0";"0030/2020";"2020-01-24";"Não";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004395.zip";"Serviço B";"Contratação de serviços relativos à estruturação e implementação da desestatização da CASA DA MOEDA DO BRASIL (CMB), denominado SERVIÇO B, conforme especificações constantes do Termo de Referência e da proposta apresentada pelo CONTRATADO.";"2700000,0";"2023-01-23";"TAUIL E CHEQUER, G5 E BAKER TILLY CONSORCIO";"38.003.065/0001-63";"BAKER TILLY BRASIL GESTAO EMPRESARIAL LTDA";"08.580.575/0001-32";"Não";"0,33"
"CASA DA MOEDA";"MINISTERIO DA FAZENDA";"Federal";"4400004395,0";"0030/2020";"2020-01-24";"Não";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004395.zip";"Serviço B";"Contratação de serviços relativos à estruturação e implementação da desestatização da CASA DA MOEDA DO BRASIL (CMB), denominado SERVIÇO B, conforme especificações constantes do Termo de Referência e da proposta apresentada pelo CONTRATADO.";"2700000,0";"2023-01-23";"TAUIL E CHEQUER, G5 E BAKER TILLY CONSORCIO";"38.003.065/0001-63";"G5 PARTNERS CONSULTORIA E PARTICIPACOES LTDA.";"08.696.063/0001-36";"Não";"0,33"
"CASA DA MOEDA";"MINISTERIO DA FAZENDA";"Federal";"4400004395,0";"0030/2020";"2020-01-24";"Não";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004395.zip";"Serviço B";"Contratação de serviços relativos à estruturação e implementação da desestatização da CASA DA MOEDA DO BRASIL (CMB), denominado SERVIÇO B, conforme especificações constantes do Termo de Referência e da proposta apresentada pelo CONTRATADO.";"2700000,0";"2023-01-23";"TAUIL E CHEQUER, G5 E BAKER TILLY CONSORCIO";"38.003.065/0001-63";"TAUIL E CHEQUER ADVOGADOS";"68.809.318/0001-51";"Sim";"0,34"
"CASAL";"ESTADO DE ALAGOAS";"Estadual";"4400006389,0";"0126/2025";"2025-04-15";"Não";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400006389.zip";"Serviço Único";"Contratação de serviços técnicos essenciais para apoiar o BNDES na estruturação de projeto visando à reestruturação e alienação, minoritária ou de controle, de ações da Companhia de Saneamento de Alagoas – CASAL.";"3629249,59";"2028-04-14";"CONSORCIO CSMMI SANEAMENTO";"60.330.053/0001-00";"IRKO HIRASHIMA AUDITORES INDEPENDENTES LTDA";"02.878.522/0001-16";"Não";"0,0323"
"CASAL";"ESTADO DE ALAGOAS";"Estadual";"4400006389,0";"0126/2025";"2025-04-15";"Não";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400006389.zip";"Serviço Único";"Contratação de serviços técnicos essenciais para apoiar o BNDES na estruturação de projeto visando à reestruturação e alienação, minoritária ou de controle, de ações da Companhia de Saneamento de Alagoas – CASAL.";"3629249,59";"2028-04-14";"CONSORCIO CSMMI SANEAMENTO";"60.330.053/0001-00";"IRKO HIRASHIMA CONSULTORIA EMPRESARIAL LTDA";"26.907.265/0001-61";"Não";"0,032400000000000005"
"CASAL";"ESTADO DE ALAGOAS";"Estadual";"4400006389,0";"0126/2025";"2025-04-15";"Não";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400006389.zip";"Serviço Único";"Contratação de serviços técnicos essenciais para apoiar o BNDES na estruturação de projeto visando à reestruturação e alienação, minoritária ou de controle, de ações da Companhia de Saneamento de Alagoas – CASAL.";"3629249,59";"2028-04-14";"CONSORCIO CSMMI SANEAMENTO";"60.330.053/0001-00";"MACHADO MEYER SENDACZ OPICE E ANDRADE ADVOGADOS";"03.706.936/0001-20";"Não";"0,2755"
"CASAL";"ESTADO DE ALAGOAS";"Estadual";"4400006389,0";"0126/2025";"2025-04-15";"Não";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400006389.zip";"Serviço Único";"Contratação de serviços técnicos essenciais para apoiar o BNDES na estruturação de projeto visando à reestruturação e alienação, minoritária ou de controle, de ações da Companhia de Saneamento de Alagoas – CASAL.";"3629249,59";"2028-04-14";"CONSORCIO CSMMI SANEAMENTO";"60.330.053/0001-00";"SANEARES - INFRAESTRUTURA E SANEAMENTO LTDA";"34.830.445/0001-10";"Não";"0,21899999999999997"
"CASAL";"ESTADO DE ALAGOAS";"Estadual";"4400006389,0";"0126/2025";"2025-04-15";"Não";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400006389.zip";"Serviço Único";"Contratação de serviços técnicos essenciais para apoiar o BNDES na estruturação de projeto visando à reestruturação e alienação, minoritária ou de controle, de ações da Companhia de Saneamento de Alagoas – CASAL.";"3629249,59";"2028-04-14";"CONSORCIO CSMMI SANEAMENTO";"60.330.053/0001-00";"CERES INTELIGENCIA FINANCEIRA LTDA";"05.097.487/0001-96";"Sim";"0,44079999999999997"
"CAXIAS DO SUL IP";"MUNICIPIO DE CAXIAS DO SUL";"Municipal";"4400004539,0";"0127/2020";"2020-06-04";"Sim";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004539.zip";"Serviço Único";"Contratação de serviços técnicos necessários para a estruturação de projeto(s) de Parceria Público-Privada (PPP) relativo(s) à modernização, eficientização, expansão, operação e manutenção da infraestrutura de rede(s) municipal(is) de ILUMINAÇÃO PÚBLICA que tenha(m) até 400.000 (quatrocentos mil) pontos de luz.";"8199795,36";"2024-10-03";"CONSORCIO HOUER/ M VIANA IP400";"37.413.124/0001-09";"VIANA CASTRO ADVOGADOS";"18.865.283/0001-08";"Não";"0,2"
"CAXIAS DO SUL IP";"MUNICIPIO DE CAXIAS DO SUL";"Municipal";"4400004539,0";"0127/2020";"2020-06-04";"Sim";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004539.zip";"Serviço Único";"Contratação de serviços técnicos necessários para a estruturação de projeto(s) de Parceria Público-Privada (PPP) relativo(s) à modernização, eficientização, expansão, operação e manutenção da infraestrutura de rede(s) municipal(is) de ILUMINAÇÃO PÚBLICA que tenha(m) até 400.000 (quatrocentos mil) pontos de luz.";"8199795,36";"2024-10-03";"CONSORCIO HOUER/ M VIANA IP400";"37.413.124/0001-09";"HOUER CONSULTORIA E CONCESSOES LTDA";"22.111.570/0001-91";"Sim";"0,8"
"CBTU BH";"MINISTERIO DA FAZENDA";"Federal";"4400004215,0";"0078/2020";"2020-03-16";"Sim";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004215.zip";"Serviço A";"Contratação de serviços necessários para a realização de estudos para a desestatização da Companhia Brasileira de Trens Urbanos – CBTU e/ou das pessoas jurídicas resultantes da sua cisão societária, denominados SERVIÇO A.";"500000,0";"2025-03-11";"CYPRESS ASSOCIATES DO BRASIL CONSULTORIA EMPRESARIAL LTDA.";"07.037.932/0001-58";"CYPRESS ASSOCIATES DO BRASIL CONSULTORIA EMPRESARIAL LTDA.";"07.037.932/0001-58";"Sim";"1,0"
"CBTU BH";"MINISTERIO DA FAZENDA";"Federal";"4400004281,0";"0132/2020";"2020-06-12";"Sim";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004281.zip";"Serviço C";"Contratação de serviços necessários à realização de estudos para a outorga de concessão dos serviços públicos de transporte ferroviário de passageiros na Região Metropolitana de Porto Alegre/RS, operado pela Empresa de Trens Urbanos de Porto Alegre S.A. – TRENSURB, e nas Regiões Metropolitanas de Belo Horizonte/MG, Maceió/AL, Recife/PE, João Pessoa/PB e Natal/RN, operados pela Companhia Brasileira de Trens Urbanos – CBTU, denominado SERVIÇO C.";"603390,34";"2023-06-11";"TYLIN BRAZIL LTDA";"65.518.540/0001-07";"TYLIN BRAZIL LTDA";"65.518.540/0001-07";"Sim";"1,0"
"CBTU BH";"MINISTERIO DA FAZENDA";"Federal";"4400004369,0";"0077/2020";"2020-03-16";"Sim";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004369.zip";"Serviço B";"Desestatização da Companhia Brasileira de Trens Urbanos – CBTU e/ou das pessoas jurídicas resultantes da sua cisão societária [SERVIÇO B].";"9809570,1";"2026-09-10";"CONSORCIO EY / TAUIL & CHEQUER-CBTU";"38.075.220/0001-57";"TAUIL E CHEQUER ADVOGADOS";"68.809.318/0001-51";"Não";"0,29"
"CBTU BH";"MINISTERIO DA FAZENDA";"Federal";"4400004369,0";"0077/2020";"2020-03-16";"Sim";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004369.zip";"Serviço B";"Desestatização da Companhia Brasileira de Trens Urbanos – CBTU e/ou das pessoas jurídicas resultantes da sua cisão societária [SERVIÇO B].";"9809570,1";"2026-09-10";"CONSORCIO EY / TAUIL & CHEQUER-CBTU";"38.075.220/0001-57";"ERNST & YOUNG ASSESSORIA EMPRESARIAL LTDA";"59.527.788/0001-31";"Sim";"0,71"
"CBTU BH";"MINISTERIO DA FAZENDA";"Federal";"4400004519,0";"0132/2020";"2020-06-12";"Sim";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004519.zip";"Serviço C";"Contratação de serviços necessários à realização de estudos para a outorga de concessão dos serviços públicos de transporte ferroviário de passageiros na Região Metropolitana de Porto Alegre/RS, operado pela Empresa de Trens Urbanos de Porto Alegre S.A. – TRENSURB, e nas Regiões Metropolitanas de Belo Horizonte/MG, Maceió/AL, Recife/PE, João Pessoa/PB e Natal/RN, operados pela Companhia Brasileira de Trens Urbanos – CBTU, denominado SERVIÇO C.";"22467261,86";"2027-06-11";"CONSORCIO GPO - SYSTRA - CESCON - RHEIN";"37.783.469/0001-54";"CESCON, BARRIEU, FLESCH & BARRETO SOCIEDADE DE ADVOGADOS";"02.520.543/0001-65";"Não";"0,03"
"CBTU BH";"MINISTERIO DA FAZENDA";"Federal";"4400004519,0";"0132/2020";"2020-06-12";"Sim";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004519.zip";"Serviço C";"Contratação de serviços necessários à realização de estudos para a outorga de concessão dos serviços públicos de transporte ferroviário de passageiros na Região Metropolitana de Porto Alegre/RS, operado pela Empresa de Trens Urbanos de Porto Alegre S.A. – TRENSURB, e nas Regiões Metropolitanas de Belo Horizonte/MG, Maceió/AL, Recife/PE, João Pessoa/PB e Natal/RN, operados pela Companhia Brasileira de Trens Urbanos – CBTU, denominado SERVIÇO C.";"22467261,86";"2027-06-11";"CONSORCIO GPO - SYSTRA - CESCON - RHEIN";"37.783.469/0001-54";"RHEIN SCHIRATO, MEIRELES SOCIEDADE DE ADVOGADOS";"16.721.366/0001-90";"Não";"0,05"
"CBTU BH";"MINISTERIO DA FAZENDA";"Federal";"4400004519,0";"0132/2020";"2020-06-12";"Sim";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004519.zip";"Serviço C";"Contratação de serviços necessários à realização de estudos para a outorga de concessão dos serviços públicos de transporte ferroviário de passageiros na Região Metropolitana de Porto Alegre/RS, operado pela Empresa de Trens Urbanos de Porto Alegre S.A. – TRENSURB, e nas Regiões Metropolitanas de Belo Horizonte/MG, Maceió/AL, Recife/PE, João Pessoa/PB e Natal/RN, operados pela Companhia Brasileira de Trens Urbanos – CBTU, denominado SERVIÇO C.";"22467261,86";"2027-06-11";"CONSORCIO GPO - SYSTRA - CESCON - RHEIN";"37.783.469/0001-54";"SYSTRA ENGENHARIA E CONSULTORIA LTDA";"52.635.422/0001-37";"Não";"0,3"
"CBTU BH";"MINISTERIO DA FAZENDA";"Federal";"4400004519,0";"0132/2020";"2020-06-12";"Sim";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004519.zip";"Serviço C";"Contratação de serviços necessários à realização de estudos para a outorga de concessão dos serviços públicos de transporte ferroviário de passageiros na Região Metropolitana de Porto Alegre/RS, operado pela Empresa de Trens Urbanos de Porto Alegre S.A. – TRENSURB, e nas Regiões Metropolitanas de Belo Horizonte/MG, Maceió/AL, Recife/PE, João Pessoa/PB e Natal/RN, operados pela Companhia Brasileira de Trens Urbanos – CBTU, denominado SERVIÇO C.";"22467261,86";"2027-06-11";"CONSORCIO GPO - SYSTRA - CESCON - RHEIN";"37.783.469/0001-54";"TYLIN BRAZIL LTDA";"65.518.540/0001-07";"Sim";"0,62"
"CBTU BH";"MINISTERIO DA FAZENDA";"Federal";"4400004566,0";"0048/2021";"2021-06-25";"Sim";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004566.zip";"Serviço D";"Serviço especializado em avaliação contábil para fins de reestruturação societária da Companhia Brasileira de Trens Urbanos – CBTU, no âmbito do Programa Nacional de Desestatização - PND e do Programa de Parcerias de Investimentos – PPI, denominado “SERVIÇO D”";"509793,33";"2026-06-24";"RUSSELL BEDFORD GM AUDITORES INDEPENDENTES S/S";"13.098.174/0001-80";"RUSSELL BEDFORD GM AUDITORES INDEPENDENTES S/S";"13.098.174/0001-80";"Sim";"1,0"
"CBTU BH";"MINISTERIO DA FAZENDA";"Federal";"4400004906,0";"0023/2022";"2022-02-10";"Sim";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004906.zip";"Auditoria";"serviços de auditoria externa independente para o projeto de desestatização da Companhia Brasileira de Trens Urbanos – CBTU e da Empresa de Trens Urbanos de Porto Alegre – TRENSURB // RFP 30/2021 AED/BNDES";"1599994,17";"2027-06-09";"LOUDON BLOMQUIST - AUDITORES INDEPENDENTES";"33.179.672/0004-08";"LOUDON BLOMQUIST - AUDITORES INDEPENDENTES";"33.179.672/0001-65";"Sim";"1,0"
"CBTU JOÃO PESSOA";"MINISTERIO DA FAZENDA";"Federal";"4400004215,0";"0078/2020";"2020-03-16";"Sim";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004215.zip";"Serviço A";"Contratação de serviços necessários para a realização de estudos para a desestatização da Companhia Brasileira de Trens Urbanos – CBTU e/ou das pessoas jurídicas resultantes da sua cisão societária, denominados SERVIÇO A.";"500000,0";"2025-03-11";"CYPRESS ASSOCIATES DO BRASIL CONSULTORIA EMPRESARIAL LTDA.";"07.037.932/0001-58";"CYPRESS ASSOCIATES DO BRASIL CONSULTORIA EMPRESARIAL LTDA.";"07.037.932/0001-58";"Sim";"1,0"
"CBTU JOÃO PESSOA";"MINISTERIO DA FAZENDA";"Federal";"4400004281,0";"0132/2020";"2020-06-12";"Sim";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004281.zip";"Serviço C";"Contratação de serviços necessários à realização de estudos para a outorga de concessão dos serviços públicos de transporte ferroviário de passageiros na Região Metropolitana de Porto Alegre/RS, operado pela Empresa de Trens Urbanos de Porto Alegre S.A. – TRENSURB, e nas Regiões Metropolitanas de Belo Horizonte/MG, Maceió/AL, Recife/PE, João Pessoa/PB e Natal/RN, operados pela Companhia Brasileira de Trens Urbanos – CBTU, denominado SERVIÇO C.";"603390,34";"2023-06-11";"TYLIN BRAZIL LTDA";"65.518.540/0001-07";"TYLIN BRAZIL LTDA";"65.518.540/0001-07";"Sim";"1,0"
"CBTU JOÃO PESSOA";"MINISTERIO DA FAZENDA";"Federal";"4400004369,0";"0077/2020";"2020-03-16";"Sim";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004369.zip";"Serviço B";"Desestatização da Companhia Brasileira de Trens Urbanos – CBTU e/ou das pessoas jurídicas resultantes da sua cisão societária [SERVIÇO B].";"9809570,1";"2026-09-10";"CONSORCIO EY / TAUIL & CHEQUER-CBTU";"38.075.220/0001-57";"TAUIL E CHEQUER ADVOGADOS";"68.809.318/0001-51";"Não";"0,29"
"CBTU JOÃO PESSOA";"MINISTERIO DA FAZENDA";"Federal";"4400004369,0";"0077/2020";"2020-03-16";"Sim";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004369.zip";"Serviço B";"Desestatização da Companhia Brasileira de Trens Urbanos – CBTU e/ou das pessoas jurídicas resultantes da sua cisão societária [SERVIÇO B].";"9809570,1";"2026-09-10";"CONSORCIO EY / TAUIL & CHEQUER-CBTU";"38.075.220/0001-57";"ERNST & YOUNG ASSESSORIA EMPRESARIAL LTDA";"59.527.788/0001-31";"Sim";"0,71"
"CBTU JOÃO PESSOA";"MINISTERIO DA FAZENDA";"Federal";"4400004519,0";"0132/2020";"2020-06-12";"Sim";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004519.zip";"Serviço C";"Contratação de serviços necessários à realização de estudos para a outorga de concessão dos serviços públicos de transporte ferroviário de passageiros na Região Metropolitana de Porto Alegre/RS, operado pela Empresa de Trens Urbanos de Porto Alegre S.A. – TRENSURB, e nas Regiões Metropolitanas de Belo Horizonte/MG, Maceió/AL, Recife/PE, João Pessoa/PB e Natal/RN, operados pela Companhia Brasileira de Trens Urbanos – CBTU, denominado SERVIÇO C.";"22467261,86";"2027-06-11";"CONSORCIO GPO - SYSTRA - CESCON - RHEIN";"37.783.469/0001-54";"CESCON, BARRIEU, FLESCH & BARRETO SOCIEDADE DE ADVOGADOS";"02.520.543/0001-65";"Não";"0,03"
"CBTU JOÃO PESSOA";"MINISTERIO DA FAZENDA";"Federal";"4400004519,0";"0132/2020";"2020-06-12";"Sim";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004519.zip";"Serviço C";"Contratação de serviços necessários à realização de estudos para a outorga de concessão dos serviços públicos de transporte ferroviário de passageiros na Região Metropolitana de Porto Alegre/RS, operado pela Empresa de Trens Urbanos de Porto Alegre S.A. – TRENSURB, e nas Regiões Metropolitanas de Belo Horizonte/MG, Maceió/AL, Recife/PE, João Pessoa/PB e Natal/RN, operados pela Companhia Brasileira de Trens Urbanos – CBTU, denominado SERVIÇO C.";"22467261,86";"2027-06-11";"CONSORCIO GPO - SYSTRA - CESCON - RHEIN";"37.783.469/0001-54";"RHEIN SCHIRATO, MEIRELES SOCIEDADE DE ADVOGADOS";"16.721.366/0001-90";"Não";"0,05"
"CBTU JOÃO PESSOA";"MINISTERIO DA FAZENDA";"Federal";"4400004519,0";"0132/2020";"2020-06-12";"Sim";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004519.zip";"Serviço C";"Contratação de serviços necessários à realização de estudos para a outorga de concessão dos serviços públicos de transporte ferroviário de passageiros na Região Metropolitana de Porto Alegre/RS, operado pela Empresa de Trens Urbanos de Porto Alegre S.A. – TRENSURB, e nas Regiões Metropolitanas de Belo Horizonte/MG, Maceió/AL, Recife/PE, João Pessoa/PB e Natal/RN, operados pela Companhia Brasileira de Trens Urbanos – CBTU, denominado SERVIÇO C.";"22467261,86";"2027-06-11";"CONSORCIO GPO - SYSTRA - CESCON - RHEIN";"37.783.469/0001-54";"SYSTRA ENGENHARIA E CONSULTORIA LTDA";"52.635.422/0001-37";"Não";"0,3"
"CBTU JOÃO PESSOA";"MINISTERIO DA FAZENDA";"Federal";"4400004519,0";"0132/2020";"2020-06-12";"Sim";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004519.zip";"Serviço C";"Contratação de serviços necessários à realização de estudos para a outorga de concessão dos serviços públicos de transporte ferroviário de passageiros na Região Metropolitana de Porto Alegre/RS, operado pela Empresa de Trens Urbanos de Porto Alegre S.A. – TRENSURB, e nas Regiões Metropolitanas de Belo Horizonte/MG, Maceió/AL, Recife/PE, João Pessoa/PB e Natal/RN, operados pela Companhia Brasileira de Trens Urbanos – CBTU, denominado SERVIÇO C.";"22467261,86";"2027-06-11";"CONSORCIO GPO - SYSTRA - CESCON - RHEIN";"37.783.469/0001-54";"TYLIN BRAZIL LTDA";"65.518.540/0001-07";"Sim";"0,62"
"CBTU JOÃO PESSOA";"MINISTERIO DA FAZENDA";"Federal";"4400004566,0";"0048/2021";"2021-06-25";"Sim";"https://www.bndes.gov.br/arquivos/contratos-administrativos/4400004566.zip";"Serviço D";"Serviço especializado em avaliação contábil para fins de reestruturação societária da Companhia Brasileira de Trens Urbanos – CBTU, no âmbito do Programa Nacional de Desestatização - PND e do Programa de Parcerias de Investimentos – PPI, denominado “SERVIÇO D”";"509793,33";"2026-06-24";"RUSSELL BEDFORD GM AUDITORES INDEPENDENTES S/S";"13.098.174/0001-80";"RUSSELL BEDFORD GM AUDITORES INDEPENDENTES S/S";"13.098.174/0001-80";"Sim";"1,0"
